税務研究会,ぜいむけんきゅうかい,http://www.zeiken.co.jp,100-0005,東京都千代田区丸の内1-8-2,03-6777-3450,03-6777-3470
清流出版,せいりゅうしゅっぱん,http://www.seiryupub.co.jp,101-0051,東京都千代田区神田神保町3‐7‐1 ニュー九段ビル,03-3288-5405,03-3288-5340
青林書院,せいりんしょいん,http://www.seirin.co.jp,113-0033,東京都文京区本郷6‐4‐7,03-3815-5897,03-3814-1316
世界思想社教学社,せかいしそうしゃきょうがくしゃ,http://www.sekaishisosha.co.jp/><http://www.kyogakusha.co.jp/,606-0031,京都市左京区岩倉南桑原町56,075-721-6506,075-721-8707
世界文化ホールディングス,せかいぶんほーるでぃんぐす,http://www.sekaibunka.com/,102-0073,東京都千代田区九段北4‐2‐29,03-3262-5111,03-3221-6843
創元社,そうげんしゃ,http://www.sogensha.co.jp,541-0047,大阪市中央区淡路町4‐3‐6,06-6231-9010,06-6233-3111
草思社,そうししゃ,http://www.soshisha.com/,160-0022,東京都新宿区新宿1-10-1,03-4580-7676,
増進堂･受験研究社,ぞうしんどうじゅけんけんきゅうしゃ,http://www.zoshindo.co.jp,550-0013,大阪市西区新町2‐19‐15,06-6532-1581,06-6532-1588
ソニー・ミュージックソリューションズ,そにーみゅーじっくそりゅーしょんず,https://www.sonymusicsolutions.co.jp/,107-6214,東京都港区赤坂9-7-1,03-5786-8880,
体育とスポーツ出版社,だいいくとすぽーつしゅっぱんしゃ,http://www.taiiku-sports.co.jp/,135-0016,東京都江東区東陽2-2-20,03-3291-0911,03-3293-7750
第一出版,だいいちしゅっぱん,http://www.daiichi-shuppan.co.jp,102-0073,東京都千代田区九段北2-3-1,03-5226-0999,03-5226-0906
第一法規,だいいちほうき,http://www.daiichihoki.co.jp,107-8560,東京都港区南青山2‐11‐17,03-3796-5427,03-3404-2269
大学教育出版,だいがくきょういくしゅっぱん,http://www.kyoiku.co.jp,700-0953,岡山市西市855‐4,086-244-1268,086-246-0294
大学書林,だいがくしょりん,http://www.daigakusyorin.co.jp,112-0002,東京都文京区小石川4‐7‐4,03-3812-6281,03-3815-1035
第三文明社,だいさんぶんめいしゃ,http://www.daisanbunmei.co.jp,160-0022,東京都新宿区新宿1-23-5,03-5269-7141,03-5269-7146
大修館書店,たいしゅうかんしょてん,http://www.taishukan.co.jp,113-8541,東京都文京区湯島2-1-1,03-3868-2211,03-3868-2641
大創出版,だいそうしゅっぱん,http://www.daiso-syuppan.com/,170-0002,東京都豊島区巣鴨1-4-7　ＭＫビル2階,03-5981-7201,03-5981-7202
大東出版社,だいとうしゅっぱんしゃ,http://www.daitopb.co.jp,113-0001,東京都文京区白山1‐37‐10,03-3816-7607,03-3818-1528
大日本図書,だいにっぽんとしょ,http://www.dainippon-tosho.co.jp/,112-0012,東京都文京区大塚3‐11‐6,03-5940-8670,03-5940-8682
ダイヤモンド社,だいやもんどしゃ,http://www.diamond.co.jp/,150-8409,東京都渋谷区神宮前6-12-17　ダイヤモンドビル,03-5778-7200,
大和出版,だいわしゅっぱん,http://www.daiwashuppan.com,112-0013,東京都文京区音羽1-26-11,03-5978-8111,03-5978-8120
大和書房,だいわしょぼう,http://www.daiwashobo.co.jp,112-0014,東京都文京区関口1‐33‐4,03-3203-4511,03-3203-2626
高菅出版,たかすがしゅっぱん,http://www.takasuga.co.jp,604-0092,京都市中京区新町通丸田町下大炊町196 アルタ・ミラ御所215,075-222-6743,075-222-5045
高橋書店,たかはししょてん,http://www.takahashishoten.co.jp/,170-6014,東京都豊島区東池袋3-1-1　サンシャイン60　14階,,
ＴＡＣ出版,たっくしゅっぱん,,101-8383,東京都千代田区神田三崎町3-2-18,03-5276-9492,03-5276-9674
玉川大学出版部,たまがわだいがくしゅっぱんぶ,http://www.tamagawa.jp/introduction/press/index.html,194-8610,東京都町田市玉川学園6‐1‐1,0427-39-8935,0427-39-8940
淡交社,たんこうしゃ,http://www.tankosha.co.jp/,603-8158,京都市北区紫野宮西町19‐1,075-432-5151,075-432-5152
筑摩書房,ちくましょぼう,http://www.chikumashobo.co.jp,111-8755,東京都台東区蔵前2‐5‐3,03-5687-2680,03-5687-2685
千倉書房,ちくらしょぼう,http://www.chikura.co.jp,104-0031,東京都中央区京橋3-7-1,03-3528-6901,03-3528-6905
竹林館,ちくりんかん,http://www.chikurinkan.co.jp/book/,530-0044,大阪市北区東天満2-9-4　千代田ビル東館405,06-4801-6111,06-4801-6112
地人書館,ちじんしょかん,http://www.chijinshokan.co.jp,162-0835,東京都新宿区中町15,03-3235-4422,03-3235-8984
チャイルド本社,ちゃいるどほんしゃ,http://www.childbook.co.jp,112-8512,東京都文京区小石川5‐24‐21,03-3813-3781,03-3813-3778
中央経済社ホールディングス,ちゅうおうけいざいしゃほーるでぃんぐす,http://www.chuokeizai.co.jp/,101-0051,東京都千代田区神田神保町1‐35,03-3293-3381,03-3291-4437
中央公論新社,ちゅうおうこうろんしんしゃ,http://www.chuko.co.jp/,100-8152,東京都千代田区大手町1-7-1,03-5299-1700,03-5299-1916
中央大学出版部,ちゅうおうだいがくしゅっぱんぶ,http://www2.chuo-u.ac.jp/up/,192-0393,東京都八王子市東中野742-1,042-674-2351,042-674-2354
中央法規出版,ちゅうおうほうきしゅっぱん,http://www.chuohoki.co.jp,110-0016,東京都台東区台東3-29-1,03-3837-8035,
鳥影社,ちょうえいしゃ,http://www.choeisha.com/,392-0012,長野県諏訪市四賀229-1,0266-53-2903,0266-58-6771
築地書館,つきじしょかん,http://www.tsukiji-shokan.co.jp,104-0045,東京都中央区築地7‐4‐4‐201,03-3542-3731,03-3541-5799
ディスカヴァー・トゥエンティワン,ﾃﾞｨｽｶｳﾞｧｰ･ﾄｪﾝﾃｨﾜﾝ,http://www.d21.co.jp/,102-0093,東京都千代田区平河町2-16-1,03-3237-8321,03-3237-8323
電気書院,でんきしょいん,http://www.denkishoin.co.jp/,101-0051,東京都千代田区神田神保町1-3　ミヤタビル2階,03-5259-9160,03-5259-9162
天声社,てんせいしゃ,http://www.tenseisha.co.jp,621-0815,京都府亀岡市古世町北古世82-3,0771-24-7523,0771-25-3655
トゥーヴァージンズ,,http://www.twovirgins.jp/,102-0073,東京都千代田区九段北4-1-3,03-5212-7442,03-5212-7889
東海大学出版部,とうかいだいがくしゅっぱんぶ,http://www.press.tokai.ac.jp/,259-1292,平塚市北金目4-1-1,0463-58-7811,0463-58-7833
同学社,どうがくしゃ,http://www.dogakusha.co.jp/,112-0005,東京都文京区水道1‐10‐7,03-3816-7011,03-3816-7044
東急エージェンシー,とうきゅうえーじぇんしー,http://www.tokyu-agc.co.jp/,105-0003,東京都港区西新橋1-1-1,03-6811-2402,03-3591-7232
東京化学同人,とうきょうかがくどうじん,http://www.tkd-pbl.com,112-0011,東京都文京区千石3‐36‐7,03-3946-5311,03-3946-5316
東京学参,とうきょうがくさん,http://www.gakusan.co.jp/,153-0043,東京都目黒区東山２-６-４,03-3794-3154,03-3794-3164
東京書籍,とうきょうしょせき,http://www.tokyo-shoseki.co.jp/,114-8524,東京都北区堀船2‐17‐1,03-5390-7531,03-5390-7538
東京創元社,とうきょうそうげんしゃ,http://www.tsogen.co.jp/,162-0814,東京都新宿区新小川町1‐5,03-3268-8231,03-3268-8230
東京大学出版会,とうきょうだいがくしゅっぱんかい,http://www.utp.or.jp,153-0041,東京都目黒区駒場4-5-29,03-6407-1069,03-6407-1991
東京電機大学出版局,とうきょうでんきだいがくしゅっぱんきょく,http://www.dendai.ac.jp/press/,120-8551,東京都足立区千住旭町5,03-5284-5386,03-5284-5387
東京堂出版,とうきょうどうしゅっぱん,http://www.tokyodoshuppan.com,101-0051,東京都千代田区神田神保町1‐17,03-3233-3745,03-3233-3744
東京図書,とうきょうとしょ,http://www.tokyo-tosho.co.jp/,102-0072,東京都千代田区飯田橋3-11-19 ウメビル,03-3288-9461,03-3288-9470
東京美術,とうきょうびじゅつ,http://www.tokyo-bijutsu.co.jp,170-0011,東京都豊島区池袋本町3‐31‐15,03-5391-9031,03-3982-3295
童心社,どうしんしゃ,http://www.doshinsha.co.jp/,112-0011,東京都文京区千石4-6-6,03-5976-4181,03-5978-1078
東信堂,とうしんどう,http://www.toshindo-pub.com/,113-0023,東京都文京区向丘1-20-6,03-3818-5521,03-3818-5514
刀水書房,とうすいしょぼう,http://www.tousuishobou.com/,101-0065,東京都千代田区西神田2‐4‐1 東方学会本館,03-3261-6190,03-3261-2234
同成社,どうせいしゃ,http://homepage3.nifty.com/douseisha/,102-0093,東京都千代田区平河町1-8-2山京半蔵門パレス402,03-3239-1467,03-3239-1466
同文舘出版,どうぶんかんしゅっぱん,http://www.dobunkan.co.jp/,101-0051,東京都千代田区神田神保町1‐41,03-3294-1801,03-3294-1807
同文書院,どうぶんしょいん,http://www.dobun.co.jp,112-0002,東京都文京区小石川5-24-3,03-3812-7777,03-3812-7792
東方出版,とうほうしゅっぱん,http://www.tohoshuppan.co.jp/,543-0062,大阪市天王寺区逢阪2-3-2　リンクハウス天王寺ビル602,06-6779-9571,06-6779-9573
東方書店,とうほうしょてん,http://www.toho-shoten.co.jp,101-0051,東京都千代田区神田神保町1‐3,03-3294-1001,03-3294-1003
東北大学出版会,とうほくだいがくしゅっぱんかい,http://www.tups.jp/,980-8577,宮城県仙台市青葉区片平2-1-1,022-214-2777,022-225-2029
同友館,どうゆうかん,http://www.doyukan.co.jp/,113-0033,東京都文京区本郷3-38-1 本郷イシワタビル,03-3813-3966,03-3818-2774
東洋館出版社,とうようかんしゅっぱんしゃ,http://www.toyokan.co.jp/,101-0054,東京都千代田区神田錦町2-9-1　コンフォール安田ビル2階,03-6778-4343,03-5281-8091
東洋経済新報社,とうようけいざいしんぽうしゃ,http://www.toyokeizai.co.jp/,103-8345,東京都中央区日本橋本石町1‐2‐1,,
朱鷺書房,ときしょぼう,http://www.tokishobo.co.jp/,635-0085,奈良県大和高田市片塩町8-10,0745-49-0510,0745-49-0511
徳間書店,とくましょてん,http://www.tokuma.com,141-8202,東京都品川区上大崎3-1-1,03-5403-4300,
図書文化社,としょぶんかしゃ,http://www.toshobunka.co.jp,112-0012,東京都文京区大塚1-4-15 アトラス茗荷谷,03-3943-2511,03-3943-2519
ＴＯＴＯ出版,とーとーしゅっぱん,http://www.toto.co.jp/bookshop/,107-0062,東京都港区南青山1‐24‐3ＴＯＴＯ乃木坂ビル2 階,03-3595-9689,03-3595-9450
永井書店,ながいしょてん,http://www.nagaishoten.co.jp,553-0003,大阪市福島区福島8‐21‐15,06-6452-1881,06-6452-1882
永岡書店,ながおかしょてん,http://www.nagaokashoten.co.jp,176-8518,東京都練馬区豊玉上1‐7‐14,03-3992-5155,03-3948-9185
永末書店,ながすえしょてん,http://www.nagasueshoten.co.jp,602-8446,京都市上京区五辻通大宮西入五辻町69-2,075-415-7280,075-415-7290
ナカニシヤ出版,なかにしやしゅっぱん,http://www.nakanishiya.co.jp,606-8161,京都府京都市左京区一乗寺木ノ本町15,075-723-0111,
中山書店,なかやましょてん,http://www.nakayamashoten.co.jp,112-0006,東京都文京区小日向4-2-6,03-3813-1100,03-3816-1015
名古屋大学出版会,なごやだいがくしゅっぱんかい,http://www.unp.or.jp,464‐0814,愛知県名古屋市千種区不老町1名古屋大学構内,052-781-5027,052-781-0697
ナツメ社,なつめしゃ,http://www.natsume.co.jp,101-0051,東京都千代田区神田神保町1‐52,03-3291-1257,03-3291-5761
南雲堂,なんうんどう,http://www.nanun-do.co.jp/,162-0801,東京都新宿区山吹町361,03-3268-2311,03-3260-5425
南江堂,なんこうどう,http://www.nankodo.co.jp/,113-8410,文京区本郷3-42-6,03-3811-7140,03-3811-7265
二玄社,にげんしゃ,http://www.nigensha.co.jp,113-0021,東京都文京区本駒込6-2-1,03-5395-0511,03-5395-0515
西村書店,にしむらしょてん,http://www.nishimurashoten.co.jp,951-8122,新潟市旭町通一番町754‐39,025-223-2388,025-224-7165
日栄社,にちえいしゃ,http://www.nichieisha.com/,136-0071,東京都江東区亀戸8-25-12,03-6807-0801,03-6807-0805
日外アソシエーツ,にちがいあそしえーつ,http://www.nichigai.co.jp/,140-0013,東京都品川区南大井6-16-16,03-3763-5241,03-3764-0845
日貿出版社,にちぼうしゅっぱんしゃ,http://www.nichibou.co.jp,113-0033,東京都文京区本郷5-2-2,03-5805-3303,03-5805-3307
日科技連出版社,にっかぎれんしゅっぱんしゃ,http://www.juse-p.co.jp/,151-0051,東京都渋谷区千駄ヶ谷5‐15-5,03-5379-1240,03-3356-3419
日刊工業新聞社出版局,にっかんこうぎょうしんぶんしゃしゅっぱんきょく,http://www.nikkan.co.jp/pub/,103-8548,東京都中央区日本橋小網町14-1,03-5644-7410,03-5644-7400
日経BP,にっけいびーぴー,http://www.nikkeibp.co.jp/,105-8308,東京都港区虎ノ門4-3-12,03-6811-8806,050-3153-7284
日東書院本社,にっとうしょいんほんしゃ,http://www.TG-NET.co.jp,113-0033,東京都文京区本郷1-33-13,03-5931-5911,03-6386-3087
日本教文社,にっぽんきょうぶんしゃ,http://www.kyobunsha.co.jp,107-8674,東京都港区赤坂9‐6‐44,03-3401-9111,03-3401-9139
日本評論社,にっぽんひょうろんしゃ,http://www.nippyo.co.jp/,170-8474,東京都豊島区南大塚3‐12‐4,03-3987-8611,03-3987-8590
二宮書店,にのみやしょてん,http://www.ninomiyashoten.co.jp/,101-0047,東京都千代田区内神田11-13-13 T山川出版社ビル,03-5244-5850,03-5244-5963
日本医事新報社,にほんいじしんぽうしゃ,http://www.jmedj.co.jp/,101-0062,東京都千代田区神田駿河台2‐9,03-3292-1551,03-3292-1550
日本ヴォーグ社,にほんぼーぐしゃ,http://www.tezukuritown.com/,164-8705,東京都中野区弥生町5-6-11,03-3383-0600,03-3383-0602
日本加除出版,にほんかじょしゅっぱん,http://www.kajo.co.jp,171-8516,東京都豊島区南長崎3‐16‐6,03-3953-5757,03-3952-8881
日本漢字能力検定協会,にほんかんじのうりょくけんていきょうかい,http://www.kanken.or.jp/index.php.,605-0074,京都市東山区祇園町南側５５１,075-757-8600,075-532-1110
日本棋院,にほんきいん,http://www.nihonkiin.or.jp,104-0033,東京都千代田区五番町7‐2,03-3288-8797,03-3263-1422
日本経済評論社,にほんけいざいひょうろんしゃ,http://www.nikkeihyo.co.jp,101-0062,東京都千代田区神田駿河台1-7-7,03-5577-7286,03-5577-2803
日本実業出版社,にほんじつぎょうしゅっぱんしゃ,http://www.njg.co.jp,162-0845,東京都新宿区市谷本村町3-29,03-3268-5161,03-3268-0831
日本統計協会,にほんとうけいきょうかい,http://www.jstat.or.jp/,169-0073,東京都新宿区百人町2-4-6,03-5332-3151,03-5389-0691
日本能率協会マネジメントセンター,にほんのうりつきょうかいまねじめんとせんたー,http://www.jmam.co.jp/,103-6009,東京都中央区日本橋2-7-1,03-6362-4558,03-3272-8127
日本文教出版,にほんぶんきょうしゅっぱん,http://www.nichibun-g.co.jp/,558-0041,大阪市住吉区南住吉4‐7‐5,06-6692-1261,06-6606-5171
日本文芸社,にほんぶんげいしゃ,http://www.nihonbungeisha.co.jp/,100-0003,東京都千代田区一ツ橋1-1-1,03-5224-6460,03-3240-6304
日本法令,にほんほうれい,http://www.horei.co.jp,101-0032,東京都千代田区岩本町1-2-19,03-3862-5031,03-3862-5930
ニュートンプレス,にゅーとんぷれす,http://www.newtonpress.co.jp/,112-0012,東京都文京区大塚3-11-6　大日本図書大塚三丁目ビル,03-5940-2451,03-5940-2454
ネオテクノロジー,ねおてくのろじー,https://www.neotecnology.co.jp/,101-0062,東京都千代田区神田駿河台2-3-13,06-6616-7479,06-6616-7480
燃焼社,ねんしょうしゃ,http://www.nenshosha.co.jp/,558-0046,大阪市住吉区上住吉2-2-29,06-6616-7479,06-6616-7480
農山漁村文化協会,のうさんぎょそんぶんかきょうかい,http://www.ruralnet.or.jp/,335-0022,埼玉県戸田市上戸田2-2-2,048-233-9334,048-299-2815
パイインターナショナル,ぱいいんたーなしょなる,https://www.pie.co.jp,170-0005,東京都豊島区南大塚2-32-4,03-3944-3981,03-5395-4830
培風館,ばいふうかん,http://www.baifukan.co.jp,102-0074,東京都千代田区九段南4‐3‐12,03-3262-5256,03-3262-5276
白水社,はくすいしゃ,http://www.hakusuisha.co.jp,101-0052,東京都千代田区神田小川町3‐24,03-3291-7816,03-3291-8448
白泉社,はくせんしゃ,http://www.hakusensha.co.jp/index.shtml,101-0063,東京都千代田区神田淡路町2-2-2,03-3526-8000,03-3526-8082
白帝社,はくていしゃ,http://www.hakuteisha.co.jp/,171-0014,東京都豊島区池袋2‐65‐1,03-3986-3271,03-3986-3272
白桃書房,はくとうしょぼう,http://www.hakutou.co.jp/,101-0021,東京都千代田区外神田5‐1‐15,03-3836-4781,03-3836-9370
博文館新社,はくぶんかんしんしゃ,http://www.hakubunkan.co.jp,116-0002,東京都荒川区荒川5-9-7,03-6458-3838,03-5604-3391
博友社,はくゆうしゃ,http://www.hakubunkan.co.jp,116-0002,東京都荒川区荒川5-9-7,03-6458-3872,03-5604-3393
白揚社,はくようしゃ,http://www.hakuyo-sha.co.jp/,101-0062,東京都千代田区神田駿河台1-7-7,03-5281-9772,03-5281-9886
早川書房,はやかわしょぼう,http://www.hayakawa-online.co.jp/,101-0046,東京都千代田区神田多町2‐2,03-3252-3111,03-3254-1550
原書房,はらしょぼう,http://www.harashobo.co.jp/,160-0022,東京都新宿区新宿1‐25‐13,03-3254-0680,03-3354-0736
判例時報社,はんれいじほうしゃ,http://www.hanreijiho.co.jp/,112-0015,東京都文京区目白台1-7-12,03-3947-7375,03-3947-7374
ＰＨＰ研究所,ぴーえいちぴーけんきゅうしょ,http://www.php.co.jp,601-8411,京都市南区西九条北ノ内町11,075-681-4433,
BL出版,びーえるしゅっぱん,http://www.blg.co.jp/,652-0846,兵庫県神戸市兵庫区出在家町2-2-20,078-681-3111,078-681-3155
東本願寺出版,ひがしほんがんじしゅっぱん,http://higashihonganji-sｈuppan.jp/,600-8505,京都市下京区烏丸七条上る常葉町754,075-371-9189,075-371-9122
東山書房,ひがしやましょぼう,http://www.higashiyama.co.jp,604-8454,京都市中京区西ノ京小堀池町8-2,075-841-9278,075-822-0826
ひかりのくに,ひかりのくに,http://www.hikarinokuni.co.jp,543-0001,大阪市天王寺区上本町3‐2‐14,06-6768-1151,
ビジネス教育出版社,びじねすきょういくしゅっぱんしゃ,http://www.bks.co.jp/,102-0074,東京都千代田区九段南4-7-13,03-3221-5361,03-3221-5433
ひつじ書房,ひつじしょぼう,http://www.hituzi.co.jp,112-0011,東京都文京区千石2-1-2 大和ビル2階,03-5319-4916,03-5319-4917
檜書店,ひのきしょてん,http://www.hinoki-shoten.co.jp/,101-0052,東京都千代田区神田小川町2‐1,03-3291-9552,03-3295-3554
評論社,ひょうろんしゃ,http://www.hyoronsha.co.jp/,162-0815,東京都新宿区筑土八幡町2‐21,03-3260-9401,03-3260-9408
平河出版社,ひらかわしゅっぱんしゃ,http://www.washin.co.jp/honya/home/s_infos/89203.html,108-0073,東京都港区三田3‐4‐8 三田阿含ビル2階,03-3454-4885,03-5484-1660
風鳴舎,ふうめいしゃ,https://fuumeisha.co.jp/,170-0005,東京都豊島区南大塚2-38-1,03-5963-5266,03-5963-5267
フォレスト出版,ふぉれすとしゅっぱん,http://www.forestpub.co.jp/,162-0824,東京都新宿区揚場町2-18,03-5229-5750,03-5229-5753
福音館書店,ふくいんかんしょてん,http://www.fukuinkan.co.jp/,113-8686,東京都文京区本駒込6‐6‐3,03-3942-1226,03-3942-9691
福村出版,ふくむらしゅっぱん,http://www.fukumura.co.jp,113-0034,東京都文京区湯島2-14-11,03-5812-9702,03-5812-9705
冨山房,ふざんぼう,http://fuzambo.net/,101-0051,東京都千代田区神田神保町1‐3,03-3291-2171,03-3291-2179
婦人之友社,ふじんのともしゃ,http://www.fujinnotomo.co.jp,171-8510,東京都豊島区西池袋2‐20‐16,03-3971-0101,03-3982-8958
扶桑社,ふそうしゃ,http://www.fusosha.co.jp,105-8070,東京都港区芝浦1-1-1,03-5403-8864,
双葉社,ふたばしゃ,http://www.futabasha.co.jp/,162-8540,東京都新宿区東五軒町3‐28,03-5261-4818,03-3269-3520
プレアデス出版,ぷれあですしゅっぱん,http://www.pleiades-publishing.co.jp/,399-8301,長野県安曇野市穂高有明7345-187,0263-31-5023,0263-31-5024
フレグランスジャーナル社,ふれぐらんすじゃーなるしゃ,http://www.fragrance-j.co.jp/,102-0072,東京都千代田区飯田橋3-11-19ウメビル,03-3264-0125,03-3264-0148
フレーベル館,ふれーべるかん,http://www.froebel-kan.co.jp/,113-8611,東京都文京区本駒込6‐14‐9,03-5395-6613,03-5395-6627
プレジデント社,ぷれじでんとしゃ,http://www.president.co.jp/,102-8641,東京都千代田区平河町2-16-1,03-3237-3711,03-3237-3745
ブロンズ新社,ぶろんずしんしゃ,http://www.president.co.jp/,150-0001,東京都渋谷区神宮前6-31-15,03-3498-3272,03-3498-5966
文一総合出版,ぶんいちそうごうしゅっぱん,http://www.bun-ichi.co.jp/,162-0812,東京都新宿区西五軒町2-5 川上ビル,03-3235-7342,03-3269-1402
文英堂,ぶんえいどう,http://www.bun-eido.co.jp,600-8691,京都市南区上鳥羽大物町28,075-671-3161,075-671-3165
文化学園文化出版局,ぶんかがくえんぶんかしゅっぱんきょく,http://books.bunka.ac.jp,151-8524,東京都渋谷区代々木3‐22‐1 文化学園G館,03-3299-2511,03-3370-3712
文化書房博文社,ぶんかしょぼうはくぶんしゃ,http://user.net-web.ne.jp/bunka/index.asp,112-0015,東京都文京区目白台1‐9‐9,03-3947-2034,03-3947-4976
文藝春秋,ぶんげいしゅんじゅう,http://www.bunshun.co.jp/,102-8008,東京都千代田区紀尾井町3‐23,03-3265-1211,
文眞堂,ぶんしんどう,http://www.bunshin-do.co.jp/,162-0041,東京都新宿区早稲田鶴巻町533,03-3202-8480,03-3203-2638
文理,ぶんり,http://www.bunri.co.jp,141-8426,東京都品川区西五反田2-11-8,03-6421-7150,03-6431-8448
平凡社,へいぼんしゃ,http://www.heibonsha.co.jp,101-0051,東京都千代田区神田神保町3-29,03-3230-6570,3-3230-6586
平楽寺書店,へいらくじしょてん,http://www.heirakuji.co.jp/,604-8691,京都市中京区東洞院通三条上ル曇華院前町449,075-221-0161,075-221-0169
ベースボールマガジン社,べーすぼーるまがじんしゃ,http://www.bbm-japan.com,103-8482,東京都中央区日本橋浜町2-61-9,03-5643-3880,03-5643-3935
ベネッセコーポレーション,べねっせこーぽれーしょん,http://www.benesse.co.jp/,206-8686,東京都多摩市落合1-34,042-356-7134,042-356-7120
ベレ出版,べれしゅっぱん,http://www.beret.co.jp/,162-0832,東京都新宿区岩戸町12 レベッカビル,03-5225-4790,03-5225-4795
勉誠出版,べんせいしゅっぱん,https://bensei.jp/,101-0061,東京都千代田神田三崎町2-18-4,03-5215-9021,03-5215-9025
法研,ほうけん,http://www.sociohealth.co.jp/,104-8104,東京都中央区銀座1‐10‐1,03-3562-3611,03-3562-3689
法政大学出版局,ほうせいだいがくしゅっぱんきょく,http://www.h-up.com/,102-0073,東京都千代田区九段北3-2-3　法政大学九段校舎,03-5214-5540,03-5214-5542
法蔵館,ほうぞうかん,http://www.hozokan.co.jp,600-8153,京都市下京区正面通烏丸東入,075-343-0458,075-371-0458
法律文化社,ほうりつぶんかしゃ,http://www.hou-bun.co.jp/,603-8053,京都市北区上賀茂岩ケ垣内町71,075-791-7131,075-721-8400
北隆館,ほくりゅうかん,http://www.hokuryukan-ns.co.jp/index.html,153-0051,東京都目黒区上目黒3-17-8,03-5720-1161,03-5720-1166
歩行開発研究所,ほこうかいはつけんきゅうしょ,http://hokou.org/,567-0876,大阪府茨木市天王2-6 G-204,072-631-1788,072-631-1788
北海道大学出版会,ほっかいどうだいがくしゅっぱんかい,http://www.hup.gr.jp/,060-0809,北海道札幌市北区北９条西８丁目　北大構内,011-747-2308,011-736-8605
ポプラ社,ぽぷらしゃ,http://www.poplar.co.jp/,102-8519,東京都千代田区麹町4-2-6　住友不動産麹町ファーストビル8･9階,03-5877-8101,
ほるぷ出版,ほるぷしゅっぱん,http://www.holp-pub.co.jp,102-0073,東京都千代田区九段北1-15-15,03-6261-6691,03-6261-6692
本願寺出版社,ほんがんじしゅっぱんしゃ,http://hongwanji-shuppan.com/,600-8501,京都市下京区堀川通花屋町下ル　西本願寺内,075-371-4171,075-341-7753
マガジンハウス,まがじんはうす,http://magazineworld.jp/,104‐0061,東京都中央区銀座3‐13‐10,03-3545-7175,03-3546-6561
丸善出版,まるぜんしゅっぱん,http://pub.maruzen.co.jp/,101-0051,東京都千代田区神田神保町2-17,03-3512-3275,03-3512-3272
丸元,まるもと,,556-0016,大阪市浪速区元町1‐9‐11,06-6631-2327,06-6631-4195
三笠書房,みかさしょぼう,http://www.mikasashobo.co.jp,102-0072,千代田区飯田橋3-3-1　飯田橋三笠ビル,03-5226-5730,03-5226-5739
みくに出版,みくにしゅっぱん,http://www.go-kaku.net/,150-0021,東京都渋谷区恵比須西2-3-14,03-3770-6930,03-3770-6931
みすず書房,みすずしょぼう,http://www.msz.co.jp/,113-0033,東京都文京区本郷2-20-7,03-3814-0131,03-3818-6435
光村教育図書,みつむらきょういくとしょ,http://www.mitsumura-kyouiku.co.jp/,141-0031,東京都品川区西五反田2‐27‐4,03-3779-0581,03-3779-0266
光村推古書院,みつむらすいこしょいん,http://www.mitsumura-suiko.co.jp/,604-8006,京都市中京区河原町通三条上ル下丸屋町407-2,075-251-2888,075-251-2881
緑書房,みどりしょぼう,http://www.mgp.co.jp,103-0004,東京都中央区東日本橋3-4-14 OZAWAビル,03-6833-0570,03-6833-0575
ミネルヴァ書房,みねるうﾞぁしょぼう,http://www.minervashobo.co.jp/,607-8494,京都市山科区日ノ岡堤谷町1,075-581-5191,075-581-8379
未来社,みらいしゃ,http://www.miraisha.co.jp/,156-0055,東京都世田谷区船橋1-18-9,03-6432-6281,03-6432-6282
明治書院,めいじしょいん,http://www.meijishoin.co.jp/,169-0072,東京都新宿区大久保1-1-7　高木ビル,03-5292-0117,03-5292-6182
メイツユニバーサルコンテンツ,めいつゆにばーさるこんてんつ,http://www.mates-publishing.co.jp/,102-0093,東京都千代田区平河町1-1-8,03-5276-3050,03-5276-3105
メディアイランド,めでぃあいらんど,http://www.mediaisland.co.jp/,542-0082,大阪市中央区島之内1-13-28,06-6281-1323,06-7632-4492
メディカル・サイエンス・インターナショナル,めでぃかる・さいえんす・いんたーなしょなる,http://www.medsi.co.jp/,113-0033,東京都文京区本郷1-28-36,03-5804-6050,03-5804-6055
森北出版,もりきたしゅっぱん,http://www.morikita.co.jp/,102-0071,東京都千代田区富士見1-4-11 九段富士見ビル2階・3階,03-3265-8341,03-3264-8709
森山書店,もりやましょてん,,101-0048,東京都千代田区神田司町2-17　上田司町ビル3階,03-3293-7061,03-3293-7063
八木書店,やぎしょてん,http://www.books-yagi.co.jp/,101-0052,東京都千代田区神田小川町3‐8,03-3291-2965,03-3291-6300
薬事日報社,やくじにっぽうしゃ,http://www.yakuji.co.jp/,101-8648,東京都千代田区神田和泉町1-10,03-3862-2141,03-5821-8757
柳原出版,やなぎはらしゅっぱん,http://www.yanagihara-pub.com/,615-8107,京都市西京区川島北裏町74,075-381-1010,075-393-0469
山川出版社,やまかわしゅっぱんしゃ,http://www.yamakawa.co.jp/,101-0047,東京都千代田区内神田1-13-13,03-3293-1788,03-3219-0487
山口書店,やまぐちしょてん,http://www.yamaguchi-shoten.co.jp/,606-8252,京都市左京区北白川上終町4-2,075-781-6121,075-705-2003
雄山閣,ゆうざんかく,http://www.yuzankaku.co.jp/,102-0071,東京都千代田区富士見2‐6‐9,03-3262-3231,03-3262-4960
